BD,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,MA10,MA11,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,MD9,MD10,MD11,MD12,MD13,MD14,MD15,MD16,MD17,MD18,MD19,IDMAP,IPCA,LAMP,LMDS,MDS,PBC,TSNE,UMAP,IDMAP_1,IPCA_1,LAMP_1,LMDS_1,MDS_1,PBC_1,TSNE_1,UMAP_1
ellipsoid-50d4c-7,tabular,1152,50,0.16,0.0,0.16493,0.0,0.0,0.45391,0.25384,0.50816,0.43075,0.03874,0.19683,0.20564,2.23865,0.02461,0.1103,0.16232,0.16835,0.1622,0.15186,0.11765,0.07238,0.02579,0.00453,0.62772,0.34835,0.02392,0.0,3.0,6.0,2.0,5.0,8.0,7.0,1.0,4.0,3.0,6.0,2.0,5.0,8.0,7.0,1.0,4.0
ellipsoid-50d4c-8,tabular,949,50,0.12,0.0,0.16649,0.0,0.0,0.42469,-0.00738,0.51266,0.4285,0.03674,0.19167,0.11035,2.19634,0.0299,0.10113,0.15635,0.17661,0.16775,0.15381,0.12217,0.07435,0.01596,0.00198,0.62863,0.35305,0.01832,0.0,3.0,7.0,1.0,5.0,6.0,8.0,2.0,4.0,3.0,7.0,1.0,5.0,6.0,8.0,2.0,4.0
ellipsoid-50d4c-9,tabular,683,50,0.1,0.0,0.36896,0.0,0.0,0.42017,0.04441,4.46011,0.27259,0.03872,0.19678,0.68936,2.51752,0.23931,0.21426,0.15851,0.11898,0.11342,0.0739,0.05457,0.02359,0.00314,0.00033,0.64105,0.31884,0.03919,0.00092,2.0,8.0,5.0,6.0,3.0,7.0,1.0,4.0,2.0,8.0,5.0,6.0,3.0,7.0,1.0,4.0
epileptic,tabular,5750,178,0.21348,0.00665,0.12678,8.53727,0.14193,0.0,0.0,0.0,0.25972,0.00695,0.08337,1.64117,6.83378,0.00015,0.28749,0.58514,0.06085,0.03831,0.02404,0.00356,0.00043,0.00003,0.0,0.7981,0.14491,0.03274,0.02424,2.0,8.0,5.5,7.0,4.0,5.5,1.0,3.0,2.0,8.0,5.5,7.0,4.0,5.5,1.0,3.0
fashion_mnist,imagem,3000,784,0.21556,0.50373,0.24767,4.48649,0.10701,0.0,0.0,0.0,0.28988,0.07382,0.2717,0.28547,1.39611,0.5,0.00045,0.01137,0.05314,0.11017,0.14688,0.12483,0.04658,0.00632,0.00027,0.73519,0.26215,0.00266,0.0,2.5,8.0,2.5,7.0,4.5,6.0,1.0,4.5,2.5,8.0,2.5,7.0,4.5,6.0,1.0,4.5
fmd,imagem,997,1536,0.30794,0.00951,0.0682,0.0,0.0,0.18359,1.29515,3.30378,0.4011,0.00644,0.08026,1.08321,5.42244,0.00002,0.00069,0.06291,0.49581,0.33767,0.07858,0.01874,0.00478,0.00075,0.00005,0.73634,0.21661,0.0334,0.01365,5.0,5.0,3.0,8.0,7.0,5.0,1.0,2.0,5.0,5.0,3.0,8.0,7.0,5.0,1.0,2.0
forestfires,tabular,517,12,0.08333,0.08221,0.14507,3.2325,0.07086,0.2519,2.20272,72.1386,0.51395,0.01974,0.1405,-0.30841,2.85514,0.00079,0.01613,0.07062,0.12333,0.20285,0.30856,0.19969,0.06555,0.0116,0.00088,0.67773,0.27472,0.04668,0.00086,3.0,8.0,4.5,6.0,4.5,7.0,1.5,1.5,3.0,8.0,4.5,6.0,4.5,7.0,1.5,1.5
fri_c0_100_10,tabular,100,10,1.0,0.0,0.0,0.0,0.0,0.07935,-0.07949,-1.20471,0.51228,0.02083,0.14432,-0.03931,2.86313,0.00182,0.01394,0.0596,0.13939,0.25354,0.24828,0.18848,0.07495,0.01717,0.00283,0.67333,0.28545,0.0396,0.00162,2.0,7.0,5.0,8.0,3.0,6.0,1.0,4.0,2.0,7.0,5.0,8.0,3.0,6.0,1.0,4.0
fri_c0_100_25,tabular,100,25,0.08,0.0,0.02,0.0,0.0,0.08163,-0.41366,10.3363,0.50215,0.01828,0.13522,-0.04788,2.98874,0.00141,0.01333,0.04949,0.16141,0.26364,0.27192,0.16768,0.05778,0.01232,0.00101,0.68707,0.27051,0.0402,0.00222,3.0,7.0,5.0,8.0,2.0,6.0,1.0,4.0,3.0,7.0,5.0,8.0,2.0,6.0,1.0,4.0
fri_c0_100_50,tabular,100,50,0.04,0.0,0.01,0.0,0.0,0.08019,0.40235,2.65995,0.53106,0.01795,0.13397,-0.0306,2.88129,0.00081,0.00525,0.03576,0.12586,0.24343,0.28162,0.20182,0.08606,0.01717,0.00222,0.67455,0.28162,0.04202,0.00182,3.0,7.0,6.0,8.0,3.0,3.0,1.0,5.0,3.0,7.0,6.0,8.0,3.0,3.0,1.0,5.0
fri_c0_250_10,tabular,250,10,0.1,0.0,8.0,0.0,0.0,0.0577,0.4243,11.9853,0.5113,0.01931,0.13898,-0.0545,2.80793,0.00093,0.0116,0.05561,0.14737,0.2498,0.26734,0.17873,0.07274,0.01488,1,0.67521,0.28064,0.04292,0.00122,3.0,7.0,6.0,8.0,2.0,5.0,1.0,4.0,3.0,7.0,6.0,8.0,2.0,5.0,1.0,4.0
fri_c0_250_25,tabular,250,25,0.28,0.0,8.0,0.0,0.0,0.04523,2.46875,82.3544,0.51584,0.01537,0.12396,-0.06887,2.90289,0.00029,0.00533,0.0374,0.13362,0.2703,0.29963,0.18657,0.05799,0.00858,0.00029,0.6782,0.27724,0.04267,0.0019,4.0,6.0,7.0,8.0,2.0,5.0,1.0,3.0,4.0,6.0,7.0,8.0,2.0,5.0,1.0,3.0
fri_c0_250_50,tabular,250,50,0.12,0.0,12.0,0.0,0.0,0.05047,0.07728,36.2115,0.50897,0.01655,0.12865,-0.0449,2.97273,0.00074,0.00806,0.04601,0.14178,0.27248,0.29002,0.1725,0.05812,0.00922,0.00106,0.68064,0.2737,0.04315,0.00251,2.0,6.0,7.0,8.0,4.0,3.0,1.0,5.0,2.0,6.0,7.0,8.0,4.0,3.0,1.0,5.0
fri_c0_500_10,tabular,500,10,0.3,0.0,4.0,0.0,0.0,0.03249,3.4685,209881.0,0.45786,0.01863,0.13651,0.00009,2.74635,0.00196,0.0267,0.10374,0.20557,0.27572,0.23505,0.11477,0.0313,0.00491,0.00026,0.67104,287.0,0.04103,0.00093,3.5,7.0,6.0,5.0,2.0,8.0,1.0,3.5,3.5,7.0,6.0,5.0,2.0,8.0,1.0,3.5
fri_c0_500_25,tabular,500,25,0.2,0.0,6.0,0.0,0.0,0.03476,2.2517,158288.0,0.51802,0.01403,0.11844,-0.0307,2.98159,0.00018,0.00367,0.0301,0.12614,0.27798,0.31545,0.18568,0.05298,0.00717,0.00063,0.68111,0.27394,0.04238,0.00257,3.0,5.5,7.0,8.0,2.0,5.5,1.0,4.0,3.0,5.5,7.0,8.0,2.0,5.5,1.0,4.0
fri_c0_500_50,tabular,500,50,0.3,0.0,8.0,0.0,0.0,0.03165,-2.33667,184925.0,0.55042,0.01406,0.11856,-0.03532,2.98266,0.00006,0.00161,0.01679,0.08399,0.2311,0.32736,0.23593,0.08596,0.01596,0.00124,0.68366,0.27004,0.04381,0.00248,2.0,7.0,6.0,8.0,3.0,5.0,1.0,4.0,2.0,7.0,6.0,8.0,3.0,5.0,1.0,4.0
fri_c1_100_10,tabular,100,10,0.1,0.0,0.01,0.0,0.0,0.10602,0.93926,8.50673,0.52173,0.01782,0.13348,0.01879,2.82595,0.00061,0.00465,0.04545,0.13152,0.26081,0.26909,0.19293,0.07778,0.01535,0.00182,0.68182,0.27455,0.04182,0.00182,2.0,7.0,4.0,8.0,4.0,6.0,1.0,4.0,2.0,7.0,4.0,8.0,4.0,6.0,1.0,4.0
fri_c1_100_25,tabular,100,25,0.08,0.0,0.01,0.0,0.0,0.07935,-0.83222,6.55465,0.53353,0.01951,0.13966,-0.01925,2.96253,0.00081,0.00646,0.04242,0.12444,0.22162,0.28545,0.2004,0.09253,0.02141,0.00444,0.6804,0.27475,0.04182,0.00303,3.0,6.0,7.0,8.0,2.0,5.0,1.0,4.0,3.0,6.0,7.0,8.0,2.0,5.0,1.0,4.0
fri_c1_100_50,tabular,100,50,0.08,0.0,0.02,0.0,0.0,0.08048,0.04945,10.0108,0.5198,0.02123,0.14572,-0.05234,2.97911,0.00283,0.01212,0.05556,0.13192,0.23939,0.26848,0.18364,0.0796,0.02222,0.00424,0.68545,0.26828,0.04384,0.00242,2.0,6.0,7.0,8.0,5.0,3.5,1.0,3.5,2.0,6.0,7.0,8.0,5.0,3.5,1.0,3.5
fri_c1_250_10,tabular,250,10,0.3,0.0,4.0,0.0,0.0,0.0981,1.53558,22.9783,0.48231,0.01809,0.1345,0.02827,2.87751,0.00103,0.01574,0.07325,0.18191,0.2801,0.25629,0.13809,0.04482,0.00806,0.00071,0.6782,0.27676,0.04334,0.0017,2.0,7.0,5.5,8.0,4.0,5.5,1.0,3.0,2.0,7.0,5.5,8.0,4.0,5.5,1.0,3.0
fri_c1_250_25,tabular,250,25,0.2,0.0,8.0,0.0,0.0,0.05067,-0.60302,47.9916,0.52427,0.01556,0.12475,-0.05393,2.95897,0.00029,0.00479,0.03412,0.12006,0.26031,0.30567,0.19631,0.06602,0.01169,0.00074,0.68373,0.26988,0.04434,0.00206,4.0,6.5,5.0,8.0,2.0,6.5,1.0,3.0,4.0,6.5,5.0,8.0,2.0,6.5,1.0,3.0
fri_c1_250_50,tabular,250,50,0.12,0.0,8.0,0.0,0.0,0.04967,-0.29721,52002.0,0.50413,0.01468,0.12117,-0.04944,2.94725,0.00051,0.00578,0.04103,0.14937,0.28678,0.29912,0.16659,0.04466,0.00582,0.00035,0.67965,0.27592,0.04225,0.00218,2.0,5.0,7.0,8.0,3.0,6.0,1.0,4.0,2.0,5.0,7.0,8.0,3.0,6.0,1.0,4.0
fri_c1_500_10,tabular,500,10,0.1,0.0,2.0,0.0,0.0,0.06333,2.19886,48.4454,0.4823,0.01644,0.12823,-0.00992,2.85722,0.0007,0.01248,0.06674,0.18274,0.28846,0.26692,0.13748,0.03877,0.00536,0.00034,0.6773,0.27837,0.04273,0.0016,6.5,4.5,4.5,8.0,1.5,6.5,1.5,3.0,6.5,4.5,4.5,8.0,1.5,6.5,1.5,3.0
fri_c1_500_25,tabular,500,25,0.32,0.0,8.0,0.0,0.0,0.02868,-0.83271,197227.0,0.51228,0.01468,0.12116,-0.04529,2.95225,0.00034,0.00505,0.03547,0.13758,0.27736,0.30813,0.17675,0.05129,0.00762,0.00042,0.6802,0.27516,0.04224,0.0024,5.0,7.0,6.0,8.0,2.0,4.0,1.0,3.0,5.0,7.0,6.0,8.0,2.0,4.0,1.0,3.0
fri_c1_500_50,tabular,500,50,0.28,0.0,8.0,0.0,0.0,0.03208,2.50354,162782.0,0.49112,0.01451,0.12047,-0.02888,2.95762,0.00059,0.00741,0.0496,0.16696,0.30463,0.28567,0.14445,0.03622,0.00427,0.0002,0.67968,0.2757,0.04208,0.00254,2.0,7.0,5.5,8.0,3.0,5.5,1.0,4.0,2.0,7.0,5.5,8.0,3.0,5.5,1.0,4.0
fri_c2_100_10,tabular,100,10,0.3,0.0,0.06,0.0,0.0,0.10788,1.04946,8.31601,0.51905,0.02116,0.14547,-0.11624,2.92782,0.00283,0.01495,0.05131,0.1402,0.22949,0.26384,0.19434,0.07939,0.02141,0.00222,0.68081,0.27313,0.04384,0.00222,3.0,7.0,6.0,8.0,2.0,5.0,1.0,4.0,3.0,7.0,6.0,8.0,2.0,5.0,1.0,4.0
fri_c2_100_25,tabular,100,25,0.12,0.0,0.03,0.0,0.0,0.08452,0.37095,9.90839,0.49801,0.01852,0.13608,-0.00772,3.05294,0.00182,0.01273,0.05899,0.1602,0.2703,0.27091,0.15414,0.0598,0.00929,0.00182,0.68545,0.26949,0.04182,0.00323,3.0,6.0,7.0,8.0,2.0,5.0,1.0,4.0,3.0,6.0,7.0,8.0,2.0,5.0,1.0,4.0
fri_c2_100_50,tabular,100,50,0.06,0.0,0.02,0.0,0.0,0.08509,0.18296,4.60629,0.50973,0.01973,0.14047,0.00208,2.98092,0.00121,0.01455,0.05515,0.13879,0.26646,0.26606,0.17051,0.06848,0.01576,0.00303,0.67859,0.27556,0.04343,0.00242,3.0,7.0,6.0,8.0,2.0,4.5,1.0,4.5,3.0,7.0,6.0,8.0,2.0,4.5,1.0,4.5
fri_c2_250_10,tabular,250,10,0.3,0.0,16.0,0.0,0.0,0.10577,2.46174,88.0534,0.44803,0.02644,0.1626,0.12897,2.6872,0.00845,0.05382,0.13231,0.19772,0.23457,0.19222,0.11566,0.04932,0.0133,0.00263,0.66464,0.29674,0.0373,0.00132,3.0,5.0,8.0,6.0,1.0,7.0,2.0,4.0,3.0,5.0,8.0,6.0,1.0,7.0,2.0,4.0
fri_c2_250_25,tabular,250,25,0.12,0.0,44.0,0.0,0.0,0.05339,-168.0,33.6479,0.46929,0.01764,0.13282,-0.02793,2.95758,0.00283,0.01908,0.08042,0.19765,0.28993,0.2481,0.12093,0.03508,0.00562,0.00035,0.6819,0.27306,0.0426,0.00244,2.0,7.0,6.0,8.0,3.0,5.0,1.0,4.0,2.0,7.0,6.0,8.0,3.0,5.0,1.0,4.0
fri_c2_250_50,tabular,250,50,0.22,0.0,12.0,0.0,0.0,0.05089,-1.07152,64.6925,0.5005,0.01344,0.11593,0.05309,3.01915,0.00045,0.00398,0.03431,0.15659,0.30737,0.30079,0.15194,0.03894,0.00511,0.00051,0.67904,0.27701,0.04116,0.0028,2.0,6.0,8.0,7.0,3.0,4.5,1.0,4.5,2.0,6.0,8.0,7.0,3.0,4.5,1.0,4.5
fri_c2_500_10,tabular,500,10,0.3,0.0,22.0,0.0,0.0,0.06306,3.37132,217966.0,0.41635,0.0204,0.14282,0.12025,2.67773,0.00586,0.05932,0.15499,0.24236,0.25273,0.18061,0.07972,0.02103,0.00313,0.00026,0.66556,0.29554,0.03768,0.00122,5.0,8.0,4.0,7.0,2.0,6.0,1.0,3.0,5.0,8.0,4.0,7.0,2.0,6.0,1.0,3.0
fri_c2_500_25,tabular,500,25,0.24,0.0,18.0,0.0,0.0,0.03092,-0.89264,197858.0,0.50745,0.01636,0.1279,-0.00774,2.89751,0.00052,0.00707,0.04547,0.14886,0.27489,0.28518,0.17123,0.05667,0.00931,0.00079,0.67895,0.27679,0.04224,0.00202,5.0,6.5,3.5,8.0,1.0,6.5,2.0,3.5,5.0,6.5,3.5,8.0,1.0,6.5,2.0,3.5
fri_c2_500_50,tabular,500,50,0.34,0.0,24.0,0.0,0.0,0.03064,-0.03727,205998.0,0.53581,0.01446,0.12027,-0.0308,2.96104,0.00014,0.00253,0.02322,0.10481,0.25008,0.32116,0.2121,0.07247,0.01245,0.00103,0.68141,0.27337,0.04274,0.00248,2.0,6.0,7.0,8.0,3.0,5.0,1.0,4.0,2.0,6.0,7.0,8.0,3.0,5.0,1.0,4.0
fri_c3_100_10,tabular,100,10,0.7,0.0,0.02,0.0,0.0,0.18876,0.16625,-0.89816,0.44674,0.02295,0.15148,0.19577,2.92106,0.00525,0.03919,0.12364,0.21899,0.26788,0.1903,0.09616,0.04444,0.01273,0.00141,0.68222,0.26869,0.04768,0.00141,2.0,7.0,4.0,8.0,3.0,6.0,1.0,5.0,2.0,7.0,4.0,8.0,3.0,6.0,1.0,5.0
fri_c3_100_25,tabular,100,25,0.8,0.0,0.04,0.0,0.0,0.09263,0.11167,-1.0303,0.45816,0.01785,0.13359,0.03327,3.08814,0.00303,0.02566,0.08808,0.21253,0.29919,0.23152,0.10182,0.03293,0.00404,0.00121,0.68727,0.26586,0.04404,0.00283,3.0,4.0,7.0,8.0,2.0,6.0,1.0,5.0,3.0,4.0,7.0,8.0,2.0,6.0,1.0,5.0
fri_c3_100_50,tabular,100,50,0.76,0.0,0.05,0.0,0.0,0.08132,0.01529,-1.07833,0.50512,0.01901,0.13786,0.01319,3.04493,0.00182,0.01152,0.05152,0.15717,0.26263,0.27071,0.16788,0.05899,0.01616,0.00162,0.6903,0.2598,0.04707,0.00283,3.0,6.0,7.0,8.0,4.0,2.0,1.0,5.0,3.0,6.0,7.0,8.0,4.0,2.0,1.0,5.0
fri_c3_250_10,tabular,250,10,0.7,0.0,24.0,0.0,0.0,0.1649,0.19721,-0.55488,0.4592,0.02076,0.14408,0.10699,2.91149,0.0035,0.02959,0.10265,0.20916,0.27126,0.21806,0.11624,0.03888,0.00903,0.00164,0.67852,0.27611,0.04324,0.00212,3.0,5.0,6.0,8.0,2.0,7.0,1.0,4.0,3.0,5.0,6.0,8.0,2.0,7.0,1.0,4.0
fri_c3_250_25,tabular,250,25,0.84,0.0,28.0,0.0,0.0,0.06984,0.12186,-1.00323,0.45669,0.01592,0.12619,0.04037,2.99888,0.00196,0.01786,0.08671,0.22291,0.30535,0.23737,0.10005,24,0.00344,0.00035,0.68324,0.27174,0.04228,0.00273,3.0,7.0,6.0,8.0,2.0,5.0,1.0,4.0,3.0,7.0,6.0,8.0,2.0,5.0,1.0,4.0
fri_c3_250_50,tabular,250,50,0.84,0.0,56.0,0.0,0.0,0.05338,0.06975,-1.10167,0.50184,0.0155,0.1245,-0.00254,2.9445,0.00051,0.00636,0.04549,0.15505,0.28742,0.28835,0.16064,0.04803,0.00765,0.00048,0.68003,0.27486,0.04263,0.00247,2.0,3.0,7.0,8.0,5.0,6.0,1.0,4.0,2.0,3.0,7.0,8.0,5.0,6.0,1.0,4.0
fri_c3_500_10,tabular,500,10,0.7,0.0,38.0,0.0,0.0,0.14373,0.15869,-0.76369,0.43776,0.01698,0.13029,0.14943,2.92637,0.00212,0.02754,0.11642,0.24996,0.2927,0.20119,0.08396,0.02215,0.00386,0.00012,0.67914,0.27582,0.04273,0.00231,2.5,6.0,2.5,8.0,5.0,7.0,1.0,4.0,2.5,6.0,2.5,8.0,5.0,7.0,1.0,4.0
fri_c3_500_25,tabular,500,25,0.84,0.0,56.0,0.0,0.0,0.05463,0.09762,-0.95702,0.51956,0.01587,0.12599,-0.01839,2.93353,0.00037,0.00499,0.03598,0.13154,0.26333,0.30119,0.18648,0.06399,0.01123,0.0009,0.67966,0.27509,0.04308,0.00217,3.0,5.0,7.0,8.0,1.0,6.0,2.0,4.0,3.0,5.0,7.0,8.0,1.0,6.0,2.0,4.0
fri_c3_500_50,tabular,500,50,0.88,0.0,54.0,0.0,0.0,0.04009,0.07851,-1.06375,0.51415,0.01526,0.12352,-0.01415,2.98617,0.00047,0.00526,0.03643,0.1363,0.27506,0.30237,0.17816,0.05612,0.00906,0.00077,0.68224,0.2717,0.04341,0.00265,2.0,7.0,4.5,8.0,4.5,6.0,1.0,3.0,2.0,7.0,4.5,8.0,4.5,6.0,1.0,3.0
fri_c4_100_10,tabular,100,10,0.6,0.0,0.06,0.0,0.0,0.22427,0.16132,-0.79799,0.49562,0.0295,0.17176,0.09139,2.7715,0.00828,0.03172,0.09232,0.16384,0.21939,0.21879,0.14061,0.08141,0.03475,0.00889,0.67879,0.27899,0.04222,0.0,6.0,7.0,4.5,8.0,2.0,4.5,1.0,3.0,6.0,7.0,4.5,8.0,2.0,4.5,1.0,3.0
fri_c4_100_100,tabular,100,100,0.6,0.0,0.05,0.0,0.0,0.08204,0.02517,-1.09236,0.49102,0.01846,0.13588,-0.04154,2.97591,0.00182,0.01495,0.06788,0.16202,0.27111,0.2699,0.15556,0.04586,0.0101,0.00081,0.68222,0.27091,0.04465,0.00222,2.0,4.5,7.0,8.0,3.0,6.0,1.0,4.5,2.0,4.5,7.0,8.0,3.0,6.0,1.0,4.5
fri_c4_100_25,tabular,100,25,0.76,0.0,0.02,0.0,0.0,0.09582,0.1257,-0.99209,0.55978,0.01765,0.13285,-0.01809,2.86316,0.0002,0.00202,0.02202,0.09051,0.21556,0.28707,0.23131,0.11838,0.02929,0.00364,0.67333,0.28424,0.0402,0.00222,2.5,7.0,6.0,8.0,2.5,5.0,1.0,4.0,2.5,7.0,6.0,8.0,2.5,5.0,1.0,4.0
fri_c4_100_50,tabular,100,50,0.74,0.0,0.05,0.0,0.0,0.08461,0.10404,-1.0069,0.52753,0.01726,0.13139,-0.02678,2.99858,0.0004,0.00707,0.03333,0.12162,0.25192,0.28687,0.20828,0.07253,0.01576,0.00222,0.68929,0.26808,0.04,0.00263,3.0,4.5,8.0,7.0,2.0,6.0,1.0,4.5,3.0,4.5,8.0,7.0,2.0,6.0,1.0,4.5
fri_c4_250_10,tabular,250,10,0.7,0.0,24.0,0.0,0.0,0.17596,0.29704,-0.55175,0.43795,0.02065,0.14372,0.15095,2.82218,0.00437,0.04087,0.12787,0.23309,0.26641,0.19142,0.09722,0.03161,0.00655,0.00058,0.67489,0.28154,0.04212,0.00145,4.5,8.0,4.5,6.5,2.0,6.5,1.0,3.0,4.5,8.0,4.5,6.5,2.0,6.5,1.0,3.0
fri_c4_250_100,tabular,250,100,0.8,0.0,64.0,0.0,0.0,0.05147,0.03349,-1.13289,0.49235,0.01701,0.13041,-0.03933,2.98854,0.00145,0.01166,0.05854,0.16761,0.27881,0.27711,0.15187,0.04414,0.00794,0.00087,0.68251,0.2728,0.04183,0.00286,2.0,5.0,7.0,8.0,3.0,6.0,1.0,4.0,2.0,5.0,7.0,8.0,3.0,6.0,1.0,4.0
fri_c4_250_25,tabular,250,25,0.8,0.0,44.0,0.0,0.0,0.07064,0.12235,-0.95286,0.48683,0.01654,0.1286,0.05914,3.03468,0.00141,0.01044,0.05912,0.1779,0.29693,0.26461,0.13966,0.04138,0.00778,0.00077,0.6836,0.27055,0.04283,0.00302,3.0,6.5,6.5,8.0,1.5,5.0,1.5,4.0,3.0,6.5,6.5,8.0,1.5,5.0,1.5,4.0
fri_c4_250_50,tabular,250,50,0.84,0.0,48.0,0.0,0.0,0.05415,0.06264,-1.05528,0.51085,0.01503,0.12261,0.0009,2.94917,0.00029,0.00517,0.03672,0.14288,0.28003,0.30227,0.17182,0.05166,0.00861,0.00055,0.67881,0.27672,0.04215,0.00231,2.0,5.0,7.0,8.0,3.0,6.0,1.0,4.0,2.0,5.0,7.0,8.0,3.0,6.0,1.0,4.0
fri_c4_500_10,tabular,500,10,0.7,0.0,54.0,0.0,0.0,0.18312,0.2815,-0.51079,0.43051,0.01655,0.12866,0.07828,2.82565,0.00236,0.03233,0.12527,0.25197,0.29238,0.19898,0.07816,0.01653,0.0019,0.00011,0.67356,0.28313,0.04202,0.0013,5.5,8.0,4.0,7.0,2.0,5.5,1.0,3.0,5.5,8.0,4.0,7.0,2.0,5.5,1.0,3.0
fri_c4_500_100,tabular,500,100,0.86,0.0,32.0,0.0,0.0,0.03549,0.03526,-1.12733,0.50526,0.01122,0.10594,-0.02473,2.98446,0.00008,0.00216,0.02438,0.13384,0.31982,0.33239,0.15529,0.02961,0.00233,0.00009,0.68146,0.27321,0.04277,0.00256,2.0,3.5,7.0,8.0,5.0,6.0,1.0,3.5,2.0,3.5,7.0,8.0,5.0,6.0,1.0,3.5
fri_c4_500_25,tabular,500,25,0.8,0.0,42.0,0.0,0.0,0.05531,0.12327,-0.97359,0.48571,0.01447,0.12028,0.00706,2.96996,0.00054,0.0079,0.05271,0.17736,0.30799,0.28262,0.13275,0.03379,0.00406,0.00027,0.68163,0.27247,0.04337,0.00253,4.0,6.5,5.0,8.0,1.0,6.5,2.0,3.0,4.0,6.5,5.0,8.0,1.0,6.5,2.0,3.0
fri_c4_500_50,tabular,500,50,0.86,0.0,26.0,0.0,0.0,0.04182,0.05698,-1.09688,0.49427,0.01334,0.11549,-0.03142,2.98364,0.00031,0.00548,0.04163,0.16059,0.31012,0.30111,0.14479,0.03231,0.00337,0.00026,0.68053,0.27454,0.04232,0.00261,2.5,7.0,5.0,8.0,2.5,6.0,1.0,4.0,2.5,7.0,5.0,8.0,2.5,6.0,1.0,4.0
g2-1024-100,tabular,2048,1024,0.74121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47107,0.06449,0.25394,0.01782,1.16973,0.00284,0.15895,0.30919,0.02869,0.00012,0.00847,0.17519,0.27774,0.03842,0.0004,0.54175,0.45825,0.0,0.0,4.5,6.5,3.0,8.0,6.5,4.5,1.0,2.0,4.5,6.5,3.0,8.0,6.5,4.5,1.0,2.0
g2-1024-20,tabular,2048,1024,0.34961,0.0,0.0,7.25856,0.10496,0.0,0.0,0.0,0.49704,0.20879,0.45693,-0.00057,1.00164,0.49976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50024,0.49978,0.50022,0.0,0.0,2.0,4.0,7.0,5.0,3.0,8.0,1.0,6.0,2.0,4.0,7.0,5.0,3.0,8.0,1.0,6.0
g2-1024-30,tabular,2048,1024,0.52637,0.0,0.0,7.67153,0.12426,0.0,0.0,0.0,0.49426,0.18547,0.43066,0.00009,1.00459,0.49898,0.00078,0.0,0.0,0.0,0.0,0.0,0.0,0.03567,0.46457,0.50503,0.49497,0.0,0.0,2.0,4.0,6.5,8.0,3.0,6.5,1.0,5.0,2.0,4.0,6.5,8.0,3.0,6.5,1.0,5.0
g2-1024-40,tabular,2048,1024,0.61426,0.0,0.00195,7.87922,0.14194,0.0,0.0,0.0,0.48131,0.16393,0.40488,0.00118,1.01025,0.45436,0.0454,0.0,0.0,0.0,0.0,0.0,0.00003,0.36741,0.13281,0.50913,0.49087,0.0,0.0,5.0,4.0,7.0,7.0,2.0,7.0,1.0,3.0,5.0,4.0,7.0,7.0,2.0,7.0,1.0,3.0
g2-1024-50,tabular,2048,1024,0.66211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48205,0.13984,0.37395,0.00277,1.0198,0.17554,0.3242,0.00002,0.0,0.0,0.0,0.0,0.01448,0.45357,0.03219,0.5152,0.4848,0.0,0.0,2.0,3.0,5.0,8.0,6.0,7.0,1.0,4.0,2.0,3.0,5.0,8.0,6.0,7.0,1.0,4.0
g2-1024-60,tabular,2048,1024,0.69238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47831,0.12025,0.34677,0.00492,1.03449,0.06173,0.43339,0.00464,0.0,0.0,0.0,0.00026,0.12619,0.36583,0.00797,0.51767,0.48233,0.0,0.0,2.0,3.0,6.0,7.5,4.5,7.5,1.0,4.5,2.0,3.0,6.0,7.5,4.5,7.5,1.0,4.5
g2-1024-70,tabular,2048,1024,0.71191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47538,0.10308,0.32106,0.00786,1.05466,0.02238,0.42959,0.04778,0.00001,0.0,0.0,0.00611,0.27221,0.21881,0.00312,0.52289,0.47711,0.0,0.0,6.0,4.5,4.5,8.0,3.0,7.0,1.0,2.0,6.0,4.5,4.5,8.0,3.0,7.0,1.0,2.0
g2-1024-80,tabular,2048,1024,0.72656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47543,0.08807,0.29677,0.01036,1.08262,0.00851,0.33313,0.1575,0.00061,0.0,0.00008,0.03465,0.33963,0.12452,0.00136,0.52855,0.47145,0.0,0.0,4.5,4.5,8.0,7.0,3.0,6.0,1.0,2.0,4.5,4.5,8.0,7.0,3.0,6.0,1.0,2.0
g2-1024-90,tabular,2048,1024,0.73438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46695,0.07463,0.27318,0.01522,1.12156,0.00599,0.25414,0.23462,0.00501,0.0,0.00225,0.12119,0.32228,0.05414,0.00038,0.53481,0.46519,0.0,0.0,4.5,3.0,8.0,6.5,4.5,6.5,1.0,2.0,4.5,3.0,8.0,6.5,4.5,6.5,1.0,2.0
g2-128-10,tabular,2048,128,0.00781,0.0,0.0,6.32358,0.06998,0.0,0.0,0.0,0.49422,0.2023,0.44978,-0.00035,1.00253,0.49976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.50009,0.5035,0.4965,0.0,0.0,2.0,6.0,5.0,8.0,3.5,7.0,1.0,3.5,2.0,6.0,5.0,8.0,3.5,7.0,1.0,3.5
